000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;5;5;0;0;1;0;0;4;0;0;0;0;0;0;0
000c298b48e5;6;0;0;6;6;0;0;0;0;0;0;0;1;0;0
000c298b48e5;2;0;0;2;2;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;4;0;0;4;4;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;4;2;0;2;3;0;0;1;0;0;0;0;1;0;0
000c298b48e5;2;0;0;2;2;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c2914b1cc;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0
000c298b48e5;6;0;0;6;6;0;0;0;0;0;0;0;1;0;0
000c298b48e5;2;0;0;2;2;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;4;4;0;0;1;0;0;3;0;0;0;0;0;0;0
000c298b48e5;4;0;0;4;4;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;6;0;0;6;6;0;0;0;0;0;0;0;1;0;0
000c298b48e5;3;0;0;3;3;0;0;0;0;0;0;0;1;0;0
000c298b48e5;3;2;0;1;2;0;0;1;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;4;0;0;4;4;0;0;0;0;0;0;0;1;0;0
000c298b48e5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
000c298b48e5;5;5;0;0;1;0;0;4;0;0;0;0;0;0;0
000c298b48e5;6;0;0;6;6;0;0;0;0;0;0;0;1;0;0
000c298b48e5;3;0;0;3;3;0;0;0;0;0;0;0;1;0;0
000c298b48e5;4952;4856;0;96;97;0;1;0;4854;0;0;0;96;0;0
000c298b48e5;995;995;0;0;0;0;0;0;995;0;0;0;0;0;0
000c298b48e5;6;6;0;0;0;0;0;0;6;0;0;0;0;0;0
000c298b48e5;48;48;0;0;0;0;0;0;48;0;0;0;0;0;0
000c298b48e5;63;63;0;0;0;0;0;0;63;0;0;0;0;0;0
000c298b48e5;32;32;0;0;0;0;6;1;25;0;0;0;0;0;0
