005056C00001;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
005056C00001;14;14;0;0;0;0;0;3;11;0;0;0;0;0;0
005056C00001;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0
005056C00001;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
005056C00001;28;28;0;0;0;0;0;2;26;0;0;0;0;0;0
005056C00001;33;33;0;0;0;0;0;1;32;0;0;0;0;0;0
005056C00001;29;29;0;0;0;0;0;1;28;0;0;0;0;0;0
005056C00001;26;26;0;0;0;0;0;1;25;0;0;0;0;0;0
005056C00001;43;43;0;0;0;0;0;4;39;0;0;0;0;0;0
005056C00001;26;26;0;0;0;0;0;1;25;0;0;0;0;0;0
005056C00001;5;5;0;0;0;0;0;0;5;0;0;0;0;0;0
005056C00001;4;4;0;0;0;0;0;0;4;0;0;0;0;0;0
005056C00001;27;27;0;0;0;0;0;3;24;0;0;0;0;0;0
005056C00001;4;4;0;0;0;0;0;0;4;0;0;0;0;0;0
005056C00001;26;26;0;0;0;0;0;2;24;0;0;0;0;0;0
005056C00001;8;8;0;0;0;0;0;0;8;0;0;0;0;0;0
005056C00001;36;36;0;0;0;0;0;5;31;0;0;0;0;0;0
005056C00001;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
